temple_kingdom_pagan_group_bosnian;Znaharija;;;;;;;;;;;;;x
temple_kingdom_of_pagan_group_bosnian;Znaharija of;;;;;;;;;;;;;x
temple_kingdom_christian_bosnian;Patrijarhija;;;;;;;;;;;;;x
temple_kingdom_of_christian_bosnian;Patrijarhija of;;;;;;;;;;;;;x

empire_bosnian;Carevina;;;;;;;;;;;;;x
empire_of_bosnian;Carevina of;;;;;;;;;;;;;x
city_empire_bosnian;Velika Duždija;;;;;;;;;;;;;x
city_empire_of_bosnian;Velika Duždija of;;;;;;;;;;;;;x
temple_empire_christian_bosnian;Vidmakija;;;;;;;;;;;;;x
temple_empire_of_christian_bosnian;Vidmakija of;;;;;;;;;;;;;x
temple_empire_christian_bosnian;Carska Patrijarhija;;;;;;;;;;;;;x
temple_empire_of_christian_bosnian;Carska Patrijarhija of;;;;;;;;;;;;;x

job_chancellor_bosnian;Kancelar;;;;;;;;;;;;;x
job_marshal_bosnian;Vojvoda;;;;;;;;;;;;;x
job_treasurer_bosnian;Komornik;;;;;;;;;;;;;x
job_spiritual_pagan_group_bosnian;Dvorski Carobnjak;;;;;;;;;;;;;x
job_spiritual_bosnian;Dvorski Kapelan;;;;;;;;;;;;;x
job_spiritual_orthodox_bosnian;Dvorski Svecenik;;;;;;;;;;;;;x
job_spymaster_bosnian;Uhoda;;;;;;;;;;;;;x

title_court_eunuch_bosnian;Dvorski Evnuh;;;;;;;;;;;;;x
title_court_dwarf_bosnian;Dvorski Patuljak;;;;;;;;;;;;;x
title_master_of_the_horse_bosnian;Dvorski Konjušar;;;;;;;;;;;;;x
title_high_almoner_bosnian;Jalmužnik;;;;;;;;;;;;;x
title_cupbearer_bosnian;Peharnik;;;;;;;;;;;;;x
title_master_of_the_hunt_bosnian;Veliki lovac;;;;;;;;;;;;;x
title_seneschal_bosnian;Senešal;;;;;;;;;;;;;x
title_court_jester_bosnian;Dvorski Šut;;;;;;;;;;;;;x
title_keeper_of_swans_bosnian;Cuvar labudova;;;;;;;;;;;;;x
title_commander_bosnian;Zapovidnik;;;;;;;;;;;;;x
title_councilmember_king_bosnian;Clan Sabora;;;;;;;;;;;;;x
title_councilmember_emperor_bosnian;Clan Sabora;;;;;;;;;;;;;x
