c_kaliskie_adj_romanian;Setidãvean;;;;;;;;;;;;;x
c_karvuna_adj_romanian;Cãrvunean;;;;;;;;;;;;;x
c_korchev_adj_romanian;Bosforesc;;;;;;;;;;;;;x
c_krakowskie_adj_romanian;Crãcovesc;;;;;;;;;;;;;x
c_kujawy_adj_romanian;Cuiãvesc;;;;;;;;;;;;;x
c_moskva_adj_romanian;Moscovean;;;;;;;;;;;;;x
c_ostergotland_adj_romanian;Ostrogot;;;;;;;;;;;;;x
c_pecs_adj_romanian;Becesc;;;;;;;;;;;;;x
c_poznanskie_adj_romanian;Posnan;;;;;;;;;;;;;x
c_skopje_adj_romanian;Pârlepean;;;;;;;;;;;;;x
c_thrake_adj_romanian;Trac;;;;;;;;;;;;;x
c_upper_silesia_adj_romanian;Breslãvesc;;;;;;;;;;;;;x
c_upper_wallachia_adj_romanian;Rumân;;;;;;;;;;;;;x
c_venezia_adj_romanian;Venetian;;;;;;;;;;;;;x
c_zemplen_adj_romanian;Susudãvesc;;;;;;;;;;;;;x
c_zeta_adj_romanian;Doclean;;;;;;;;;;;;;x
c_zhytomyr_adj_romanian;Jîtomîresc;;;;;;;;;;;;;x
d_achaia_adj_romanian;Peloponez;;;;;;;;;;;;;x
d_adrianopolis_adj_romanian;Pulpudevan;;;;;;;;;;;;;x
d_alexandria_adj_romanian;Alexãndresc;;;;;;;;;;;;;x
d_antioch_adj_romanian;Antiohian;;;;;;;;;;;;;x
d_armenia_adj_romanian;Armean;;;;;;;;;;;;;x
d_bohemia_adj_romanian;Boem;;;;;;;;;;;;;x
d_bosnia_adj_romanian;Bosniac;;;;;;;;;;;;;x
d_bulgar_adj_romanian;Bulgar;;;;;;;;;;;;;x
d_burgundy_adj_romanian;Burgund;;;;;;;;;;;;;x
d_castille_adj_romanian;Castelan;;;;;;;;;;;;;x
d_corsica_adj_romanian;Corsican;;;;;;;;;;;;;x
d_crimea_adj_romanian;Crimeean;;;;;;;;;;;;;x
d_croatia_adj_romanian;Croat;;;;;;;;;;;;;x
d_cyprus_adj_romanian;Cipriot;;;;;;;;;;;;;x
d_dalmatia_adj_romanian;Dalmat;;;;;;;;;;;;;x
d_dioclea_adj_romanian;Doclean;;;;;;;;;;;;;x
d_esthonia_adj_romanian;Estonian;;;;;;;;;;;;;x
d_esztergom_adj_romanian;Strigonesc;;;;;;;;;;;;;x
d_genoa_adj_romanian;Genovez;;;;;;;;;;;;;x
d_gotland_adj_romanian;Got;;;;;;;;;;;;;x
d_holland_adj_romanian;Olandez;;;;;;;;;;;;;x
d_iceland_adj_romanian;Islandic;;;;;;;;;;;;;x
d_istria_adj_romanian;Istrian;;;;;;;;;;;;;x
d_karvuna_adj_romanian;Dobrogean;;;;;;;;;;;;;x
d_kuyavia_adj_romanian;Cuiãvesc;;;;;;;;;;;;;x
d_mazovia_adj_romanian;Mazovian;;;;;;;;;;;;;x
d_moravia_adj_romanian;Morav;;;;;;;;;;;;;x
d_moskva_adj_romanian;Moscovean;;;;;;;;;;;;;x
d_ohrid_adj_romanian;Ohridean;;;;;;;;;;;;;x
d_ostergotland_adj_romanian;Ostrogot;;;;;;;;;;;;;x
d_osterreich_adj_romanian;Austriac;;;;;;;;;;;;;x
d_pecs_adj_romanian;Becesc;;;;;;;;;;;;;x
d_pest_adj_romanian;Bihorean;;;;;;;;;;;;;x
d_sardinia_adj_romanian;Sardinian;;;;;;;;;;;;;x
d_sarkel_adj_romanian;Levedesc;;;;;;;;;;;;;x
d_silesia_adj_romanian;Silezian;;;;;;;;;;;;;x
d_thrace_adj_romanian;Trac;;;;;;;;;;;;;x
d_tmutarkan_adj_romanian;Hazar;;;;;;;;;;;;;x
d_vastergotland_adj_romanian;Vizigot;;;;;;;;;;;;;x
d_venice_adj_romanian;Venetian;;;;;;;;;;;;;x
e_britannia_adj_romanian;Britanic;;;;;;;;;;;;;x
e_france_adj_romanian;Francez;;;;;;;;;;;;;x
e_italy_adj_romanian;Italian;;;;;;;;;;;;;x
e_spain_adj_romanian;Spaniol;;;;;;;;;;;;;x
k_antioch_adj_romanian;Antiohian;;;;;;;;;;;;;x
k_armenia_adj_romanian;Armean;;;;;;;;;;;;;x
k_bavaria_adj_romanian;Bavarez;;;;;;;;;;;;;x
k_bohemia_adj_romanian;Boem;;;;;;;;;;;;;x
k_bosnia_adj_romanian;Bosniac;;;;;;;;;;;;;x
k_bulgaria_adj_romanian;Bulgãresc;;;;;;;;;;;;;x
k_burgundy_adj_romanian;Burgund;;;;;;;;;;;;;x
k_castille_adj_romanian;Castelan;;;;;;;;;;;;;x
k_croatia_adj_romanian;Croat;;;;;;;;;;;;;x
k_cyprus_adj_romanian;Cipriot;;;;;;;;;;;;;x
k_denmark_adj_romanian;Danez;;;;;;;;;;;;;x
k_egypt_adj_romanian;Egiptean;;;;;;;;;;;;;x
k_england_adj_romanian;Englez;;;;;;;;;;;;;x
k_genoa_adj_romanian;Genovez;;;;;;;;;;;;;x
k_germany_adj_romanian;German;;;;;;;;;;;;;x
k_iceland_adj_romanian;Islandic;;;;;;;;;;;;;x
k_italy_adj_romanian;Italian;;;;;;;;;;;;;x
k_khazaria_adj_romanian;Hazar;;;;;;;;;;;;;x
k_moravia_adj_romanian;Morav;;;;;;;;;;;;;x
k_norway_adj_romanian;Norvegian;;;;;;;;;;;;;x
k_poland_adj_romanian;Polonez;;;;;;;;;;;;;x
k_portugal_adj_romanian;Portughez;;;;;;;;;;;;;x
k_saxony_adj_romanian;Sãsesc;;;;;;;;;;;;;x
k_schwaben_adj_romanian;Suab;;;;;;;;;;;;;x
k_serbia_adj_romanian;Sârbesc;;;;;;;;;;;;;x
k_sweden_adj_romanian;Suedez;;;;;;;;;;;;;x
k_syria_adj_romanian;Sirian;;;;;;;;;;;;;x
k_taurica_adj_romanian;Crimeean;;;;;;;;;;;;;x
k_venice_adj_romanian;Venetian;;;;;;;;;;;;;x
k_volga_bulgaria_adj_romanian;Bulgar;;;;;;;;;;;;;x
k_wales_adj_romanian;Gal;;;;;;;;;;;;;x
k_wallachia_adj_romanian;Rumân;;;;;;;;;;;;;x

