ADA_female_venetian;Arciduchessa;Arciduchessa;Arciduchessa;;Arciduchessa;;;;;;;;;x
city_empire_venetian;Serenissima Repubblica;Serenissima Repubblica;Serenissima Repubblica;;Serenissima Repubblica;;;;;;;;;x
city_kingdom_of_venetian;Serenissima Repubblica di;Serenissima Repubblica di;Serenissima Repubblica di;;Serenissima Repubblica di;;;;;;;;;x
city_kingdom_venetian;Serenissima Repubblica;Serenissima Repubblica;Serenissima Repubblica;;Serenissima Repubblica;;;;;;;;;x
COPTIC_POPE_venetian;Papa Copta;Papa Copta;Papa Copta;;Papa Copta;;;;;;;;;x
count_female_venetian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
count_title_ruler_consort_female_venetian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
count_title_ruler_consort_venetian;Conte;Conte;Conte;;Conte;;;;;;;;;x
count_venetian;Conte;Conte;Conte;;Conte;;;;;;;;;x
county_of_venetian;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
county_venetian;Contea;Contea;Contea;;Contea;;;;;;;;;x
CPALATIN_OF_venetian;Contea Palatina di;Contea Palatina di;Contea Palatina di;;Contea Palatina di;;;;;;;;;x
CPALATIN_venetian;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
DB_female_venetian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
DB_OF_venetian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
DB_venetian;Duca;Duca;Duca;;Duca;;;;;;;;;x
DM_female_venetian;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
DM_OF_venetian;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
DM_venetian;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
duchy_of_venetian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
duchy_venetian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
duke_female_venetian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_title_ruler_consort_female_venetian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_title_ruler_consort_venetian;Duca;Duca;Duca;;Duca;;;;;;;;;x
duke_venetian;Duca;Duca;Duca;;Duca;;;;;;;;;x
ECUMENICAL_PATRIARCH_venetian;Patriarca Ecumenico;Patriarca Ecumenico;Patriarca Ecumenico;;Patriarca Ecumenico;;;;;;;;;x
emperor_female_venetian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_title_ruler_consort_female_venetian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_title_ruler_consort_venetian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
emperor_venetian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
empire_of_venetian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
empire_venetian;Impero;Impero;Impero;;Impero;;;;;;;;;x
family_palace_baron_venetian;Patrizio;Patrizio;Patrizio;;Patrizio;;;;;;;;;x
imperial_baron_female_venetian;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
imperial_baron_venetian;Barone;Barone;Barone;;Barone;;;;;;;;;x
imperial_city_baron_female_venetian;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_baron_venetian;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_barony_of_venetian;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
imperial_city_barony_venetian;Comune;Comune;Comune;;Comune;;;;;;;;;x
imperial_count_female_venetian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
imperial_count_venetian;Conte;Conte;Conte;;Conte;;;;;;;;;x
imperial_county_of_venetian;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
imperial_county_venetian;Contea;Contea;Contea;;Contea;;;;;;;;;x
imperial_duchy_of_venetian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_duchy_venetian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_duke_female_venetian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_duke_venetian;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_emperor_female_venetian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
imperial_emperor_venetian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
imperial_empire_of_venetian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
imperial_empire_venetian;Impero;Impero;Impero;;Impero;;;;;;;;;x
imperial_job_chancellor_venetian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
imperial_job_marshal_venetian;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
imperial_job_spiritual_christian_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_spiritual_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_treasurer_venetian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
imperial_king_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_venetian;Re;Re;Re;;Re;;;;;;;;;x
imperial_king_venetian;Re;Re;Re;;Re;;;;;;;;;x
imperial_kingdom_of_venetian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_kingdom_venetian;Regno;Regno;Regno;;Regno;;;;;;;;;x
imperial_title_prince_female_venetian;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
imperial_title_prince_venetian;Principe;Principe;Principe;;Principe;;;;;;;;;x
imperial_tribal_duchy_of_venetian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_tribal_duchy_venetian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_of_venetian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_venetian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_vice_royalty_duke_female_venetian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_vice_royalty_duke_venetian;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_vice_royalty_king_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_vice_royalty_king_venetian;Re;Re;Re;;Re;;;;;;;;;x
imperial_vice_royalty_kingdom_of_venetian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_vice_royalty_kingdom_venetian;Regno;Regno;Regno;;Regno;;;;;;;;;x
job_chancellor_female_venetian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_chancellor_venetian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_marshal_venetian;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
job_spiritual_christian_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_orthodox_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_treasurer_female_venetian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
job_treasurer_venetian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
king_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_title_ruler_consort_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_title_ruler_consort_venetian;Re;Re;Re;;Re;;;;;;;;;x
king_venetian;Re;Re;Re;;Re;;;;;;;;;x
kingdom_of_venetian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
kingdom_venetian;Regno;Regno;Regno;;Regno;;;;;;;;;x
LANDGRAVE_OF_venetian;Langraviato di;Langraviato di;Langraviato di;;Langraviato di;;;;;;;;;x
LANDGRAVE_venetian;Langravio;Langravio;Langravio;;Langravio;;;;;;;;;x
LANDGRAVINE_venetian;Langravia;Langravia;Langravia;;Langravia;;;;;;;;;x
MARCHESA_venetian;Marchesa;Marchesa;Marchesa;;Marchesa;;;;;;;;;x
MARGRAVE_OF_venetian;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
MARGRAVE_venetian;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
MARGRAVINE_venetian;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
MARQUISATE_OF_venetian;Marchesato of;Marchesato of;Marchesato of;;Marchesato of;;;;;;;;;x
MARQUISATE_venetian;Marchese;Marchese;Marchese;;Marchese;;;;;;;;;x
nomadic_emperor_female_venetian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_title_ruler_consort_female_venetian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_title_ruler_consort_venetian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_emperor_venetian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_empire_of_venetian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
nomadic_empire_venetian;Impero;Impero;Impero;;Impero;;;;;;;;;x
nomadic_king_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_title_ruler_consort_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_title_ruler_consort_venetian;Re;Re;Re;;Re;;;;;;;;;x
nomadic_king_venetian;Re;Re;Re;;Re;;;;;;;;;x
PALATINE_OF_venetian;Palatinato del Reno;Palatinato del Reno;Palatinato del Reno;;Palatinato del Reno;;;;;;;;;x
PALATINE_venetian;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
PALATINEA_venetian;Contessa Palatina;Contessa Palatina;Contessa Palatina;;Contessa Palatina;;;;;;;;;x
PATRIARCH_CAP_venetian;Patriarca;Patriarca;Patriarca;;Patriarca;;;;;;;;;x
POPE_venetian;Papa;Papa;Papa;;Papa;;;;;;;;;x
temple_baron_christian_female_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_christian_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_reformed_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_female_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_female_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_reformed_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_barony_christian_venetian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_of_christian_venetian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_pagan_group_venetian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_reformed_venetian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_venetian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_venetian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_pagan_group_venetian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_reformed_venetian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_venetian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_venetian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_count_christian_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_christian_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_pagan_group_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_reformed_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_pagan_group_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_reformed_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_county_of_venetian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_county_venetian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_king_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
temple_king_venetian;Re;Re;Re;;Re;;;;;;;;;x
title_prince_baron_female_venetian;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_baron_venetian;Principe;Principe;Principe;;Principe;;;;;;;;;x
title_prince_female_venetian;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_venetian;Principe;Principe;Principe;;Principe;;;;;;;;;x
tribal_baron_female_venetian;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
tribal_baron_venetian;Barone;Barone;Barone;;Barone;;;;;;;;;x
tribal_city_barony_of_venetian;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_barony_venetian;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_city_county_of_venetian;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_county_venetian;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_count_female_venetian;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_count_venetian;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_duchy_of_venetian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
tribal_duchy_venetian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
tribal_duke_title_ruler_consort_female_venetian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
tribal_duke_title_ruler_consort_venetian;Duca;Duca;Duca;;Duca;;;;;;;;;x
tribal_emperor_female_venetian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_venetian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_title_ruler_consort_venetian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_emperor_venetian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_empire_of_venetian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
tribal_empire_venetian;Impero;Impero;Impero;;Impero;;;;;;;;;x
tribal_job_chancellor_venetian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
tribal_job_marshal_venetian;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
tribal_job_spiritual_christian_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_orthodox_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_treasurer_venetian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
tribal_king_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_title_ruler_consort_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_title_ruler_consort_venetian;Re;Re;Re;;Re;;;;;;;;;x
tribal_king_venetian;Re;Re;Re;;Re;;;;;;;;;x
tribal_kingdom_of_venetian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
tribal_kingdom_venetian;Regno;Regno;Regno;;Regno;;;;;;;;;x
tribal_temple_baron_female_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_temple_baron_venetian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
vice_royalty_baron_female_venetian;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
vice_royalty_baron_venetian;Barone;Barone;Barone;;Barone;;;;;;;;;x
vice_royalty_count_female_venetian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
vice_royalty_count_venetian;Conte;Conte;Conte;;Conte;;;;;;;;;x
vice_royalty_county_venetian;Contea;Contea;Contea;;Contea;;;;;;;;;x
vice_royalty_duchy_of_venetian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
vice_royalty_duchy_venetian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
vice_royalty_duke_female_venetian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
vice_royalty_duke_venetian;Duca;Duca;Duca;;Duca;;;;;;;;;x
vice_royalty_emperor_female_venetian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
vice_royalty_emperor_venetian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
vice_royalty_empire_of_venetian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
vice_royalty_empire_venetian;Impero;Impero;Impero;;Impero;;;;;;;;;x
vice_royalty_king_female_venetian;Regina;Regina;Regina;;Regina;;;;;;;;;x
vice_royalty_king_venetian;Re;Re;Re;;Re;;;;;;;;;x
vice_royalty_kingdom_of_venetian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
vice_royalty_kingdom_venetian;Regno;Regno;Regno;;Regno;;;;;;;;;x
