ADA_female_laziale;Arciduchessa;Arciduchessa;Arciduchessa;;Arciduchessa;;;;;;;;;x
city_kingdom_of_laziale;Serenissima Repubblica di;Serenissima Repubblica di;Serenissima Repubblica di;;Serenissima Repubblica di;;;;;;;;;x
COPTIC_POPE_laziale;Papa Copta;Papa Copta;Papa Copta;;Papa Copta;;;;;;;;;x
count_female_laziale;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
count_laziale;Conte;Conte;Conte;;Conte;;;;;;;;;x
count_title_ruler_consort_female_laziale;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
count_title_ruler_consort_laziale;Conte;Conte;Conte;;Conte;;;;;;;;;x
county_laziale;Contea;Contea;Contea;;Contea;;;;;;;;;x
county_of_laziale;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
CPALATIN_laziale;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
CPALATIN_OF_laziale;Contea Palatina di;Contea Palatina di;Contea Palatina di;;Contea Palatina di;;;;;;;;;x
DB_female_laziale;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
DB_laziale;Duca;Duca;Duca;;Duca;;;;;;;;;x
DB_OF_laziale;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
DM_female_laziale;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
DM_laziale;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
DM_OF_laziale;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
duchy_laziale;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
duchy_of_laziale;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
duke_female_laziale;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_laziale;Duca;Duca;Duca;;Duca;;;;;;;;;x
duke_title_ruler_consort_female_laziale;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_title_ruler_consort_laziale;Duca;Duca;Duca;;Duca;;;;;;;;;x
ECUMENICAL_PATRIARCH_laziale;Patriarca Ecumenico;Patriarca Ecumenico;Patriarca Ecumenico;;Patriarca Ecumenico;;;;;;;;;x
emperor_female_laziale;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_laziale;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
emperor_title_ruler_consort_female_laziale;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_title_ruler_consort_laziale;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
empire_laziale;Impero;Impero;Impero;;Impero;;;;;;;;;x
empire_of_laziale;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
family_palace_baron_laziale;Patrizio;Patrizio;Patrizio;;Patrizio;;;;;;;;;x
imperial_baron_female_laziale;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
imperial_baron_laziale;Barone;Barone;Barone;;Barone;;;;;;;;;x
imperial_city_baron_female_laziale;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_baron_laziale;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_barony_laziale;Comune;Comune;Comune;;Comune;;;;;;;;;x
imperial_city_barony_of_laziale;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
imperial_count_female_laziale;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
imperial_count_laziale;Conte;Conte;Conte;;Conte;;;;;;;;;x
imperial_county_laziale;Contea;Contea;Contea;;Contea;;;;;;;;;x
imperial_county_of_laziale;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
imperial_duchy_laziale;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_duchy_of_laziale;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_duke_female_laziale;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_duke_laziale;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_emperor_female_laziale;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
imperial_emperor_laziale;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
imperial_empire_laziale;Impero;Impero;Impero;;Impero;;;;;;;;;x
imperial_empire_of_laziale;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
imperial_job_chancellor_laziale;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
imperial_job_marshal_laziale;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
imperial_job_spiritual_christian_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_spiritual_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_treasurer_laziale;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
imperial_king_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_laziale;Re;Re;Re;;Re;;;;;;;;;x
imperial_king_title_ruler_consort_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_laziale;Re;Re;Re;;Re;;;;;;;;;x
imperial_kingdom_laziale;Regno;Regno;Regno;;Regno;;;;;;;;;x
imperial_kingdom_of_laziale;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_title_prince_female_laziale;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
imperial_title_prince_laziale;Principe;Principe;Principe;;Principe;;;;;;;;;x
imperial_tribal_duchy_laziale;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_tribal_duchy_of_laziale;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_laziale;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_vice_royalty_duchy_of_laziale;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duke_female_laziale;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_vice_royalty_duke_laziale;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_vice_royalty_king_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_vice_royalty_king_laziale;Re;Re;Re;;Re;;;;;;;;;x
imperial_vice_royalty_kingdom_laziale;Regno;Regno;Regno;;Regno;;;;;;;;;x
imperial_vice_royalty_kingdom_of_laziale;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
job_chancellor_female_laziale;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_chancellor_laziale;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_marshal_laziale;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
job_spiritual_christian_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_orthodox_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_treasurer_female_laziale;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
job_treasurer_laziale;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
king_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_laziale;Re;Re;Re;;Re;;;;;;;;;x
king_title_ruler_consort_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_title_ruler_consort_laziale;Re;Re;Re;;Re;;;;;;;;;x
kingdom_laziale;Regno;Regno;Regno;;Regno;;;;;;;;;x
kingdom_of_laziale;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
LANDGRAVE_laziale;Langravio;Langravio;Langravio;;Langravio;;;;;;;;;x
LANDGRAVE_OF_laziale;Langraviato di;Langraviato di;Langraviato di;;Langraviato di;;;;;;;;;x
LANDGRAVINE_laziale;Langravia;Langravia;Langravia;;Langravia;;;;;;;;;x
MARCHESA_laziale;Marchesa;Marchesa;Marchesa;;Marchesa;;;;;;;;;x
MARGRAVE_laziale;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
MARGRAVE_OF_laziale;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
MARGRAVINE_laziale;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
MARQUISATE_laziale;Marchese;Marchese;Marchese;;Marchese;;;;;;;;;x
MARQUISATE_OF_laziale;Marchesato of;Marchesato of;Marchesato of;;Marchesato of;;;;;;;;;x
nomadic_emperor_female_laziale;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_laziale;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_emperor_title_ruler_consort_female_laziale;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_title_ruler_consort_laziale;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_empire_laziale;Impero;Impero;Impero;;Impero;;;;;;;;;x
nomadic_empire_of_laziale;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
nomadic_king_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_laziale;Re;Re;Re;;Re;;;;;;;;;x
nomadic_king_title_ruler_consort_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_title_ruler_consort_laziale;Re;Re;Re;;Re;;;;;;;;;x
PALATINE_laziale;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
PALATINE_OF_laziale;Palatinato del Reno;Palatinato del Reno;Palatinato del Reno;;Palatinato del Reno;;;;;;;;;x
PALATINEA_laziale;Contessa Palatina;Contessa Palatina;Contessa Palatina;;Contessa Palatina;;;;;;;;;x
PATRIARCH_CAP_laziale;Patriarca;Patriarca;Patriarca;;Patriarca;;;;;;;;;x
POPE_laziale;Papa;Papa;Papa;;Papa;;;;;;;;;x
temple_baron_christian_female_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_christian_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_reformed_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_female_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_female_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_reformed_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_barony_christian_laziale;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_laziale;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_of_christian_laziale;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_laziale;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_pagan_group_laziale;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_laziale;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_reformed_laziale;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_pagan_group_laziale;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_laziale;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_reformed_laziale;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_count_christian_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_christian_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_pagan_group_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_reformed_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_pagan_group_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_reformed_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_county_laziale;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_county_of_laziale;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_king_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
temple_king_laziale;Re;Re;Re;;Re;;;;;;;;;x
title_prince_baron_female_laziale;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_baron_laziale;Principe;Principe;Principe;;Principe;;;;;;;;;x
title_prince_female_laziale;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_laziale;Principe;Principe;Principe;;Principe;;;;;;;;;x
tribal_baron_female_laziale;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
tribal_baron_laziale;Barone;Barone;Barone;;Barone;;;;;;;;;x
tribal_city_barony_laziale;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_city_barony_of_laziale;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_county_laziale;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_city_county_of_laziale;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_count_female_laziale;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_count_laziale;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_duchy_laziale;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
tribal_duchy_of_laziale;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
tribal_duke_title_ruler_consort_female_laziale;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
tribal_duke_title_ruler_consort_laziale;Duca;Duca;Duca;;Duca;;;;;;;;;x
tribal_emperor_female_laziale;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_laziale;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_laziale;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_title_ruler_consort_laziale;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_empire_laziale;Impero;Impero;Impero;;Impero;;;;;;;;;x
tribal_empire_of_laziale;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
tribal_job_chancellor_laziale;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
tribal_job_marshal_laziale;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
tribal_job_spiritual_christian_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_orthodox_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_treasurer_laziale;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
tribal_king_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_laziale;Re;Re;Re;;Re;;;;;;;;;x
tribal_king_title_ruler_consort_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_title_ruler_consort_laziale;Re;Re;Re;;Re;;;;;;;;;x
tribal_kingdom_laziale;Regno;Regno;Regno;;Regno;;;;;;;;;x
tribal_kingdom_of_laziale;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
tribal_temple_baron_female_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_temple_baron_laziale;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
vice_royalty_baron_female_laziale;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
vice_royalty_baron_laziale;Barone;Barone;Barone;;Barone;;;;;;;;;x
vice_royalty_count_female_laziale;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
vice_royalty_count_laziale;Conte;Conte;Conte;;Conte;;;;;;;;;x
vice_royalty_county_laziale;Contea;Contea;Contea;;Contea;;;;;;;;;x
vice_royalty_duchy_laziale;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
vice_royalty_duchy_of_laziale;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
vice_royalty_duke_female_laziale;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
vice_royalty_duke_laziale;Duca;Duca;Duca;;Duca;;;;;;;;;x
vice_royalty_emperor_female_laziale;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
vice_royalty_emperor_laziale;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
vice_royalty_empire_laziale;Impero;Impero;Impero;;Impero;;;;;;;;;x
vice_royalty_empire_of_laziale;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
vice_royalty_king_female_laziale;Regina;Regina;Regina;;Regina;;;;;;;;;x
vice_royalty_king_laziale;Re;Re;Re;;Re;;;;;;;;;x
vice_royalty_kingdom_laziale;Regno;Regno;Regno;;Regno;;;;;;;;;x
vice_royalty_kingdom_of_laziale;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
