ADA_female_tuscan;Arciduchessa;Arciduchessa;Arciduchessa;;Arciduchessa;;;;;;;;;x
city_kingdom_tuscan;Serenissima Repubblica;Serenissima Repubblica;Serenissima Repubblica;;Serenissima Repubblica;;;;;;;;;x
COPTIC_POPE_tuscan;Papa Copta;Papa Copta;Papa Copta;;Papa Copta;;;;;;;;;x
count_female_tuscan;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
count_title_ruler_consort_female_tuscan;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
count_title_ruler_consort_tuscan;Conte;Conte;Conte;;Conte;;;;;;;;;x
count_tuscan;Conte;Conte;Conte;;Conte;;;;;;;;;x
county_of_tuscan;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
county_tuscan;Contea;Contea;Contea;;Contea;;;;;;;;;x
CPALATIN_OF_tuscan;Contea Palatina di;Contea Palatina di;Contea Palatina di;;Contea Palatina di;;;;;;;;;x
CPALATIN_tuscan;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
DB_female_tuscan;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
DB_OF_tuscan;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
DB_tuscan;Duca;Duca;Duca;;Duca;;;;;;;;;x
DM_female_tuscan;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
DM_OF_tuscan;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
DM_tuscan;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
duchy_of_tuscan;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
duchy_tuscan;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
duke_female_tuscan;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_title_ruler_consort_female_tuscan;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_title_ruler_consort_tuscan;Duca;Duca;Duca;;Duca;;;;;;;;;x
duke_tuscan;Duca;Duca;Duca;;Duca;;;;;;;;;x
ECUMENICAL_PATRIARCH_tuscan;Patriarca Ecumenico;Patriarca Ecumenico;Patriarca Ecumenico;;Patriarca Ecumenico;;;;;;;;;x
emperor_female_tuscan;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_title_ruler_consort_female_tuscan;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_title_ruler_consort_tuscan;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
emperor_tuscan;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
empire_of_tuscan;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
empire_tuscan;Impero;Impero;Impero;;Impero;;;;;;;;;x
family_palace_baron_tuscan;Patrizio;Patrizio;Patrizio;;Patrizio;;;;;;;;;x
imperial_baron_female_tuscan;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
imperial_baron_tuscan;Barone;Barone;Barone;;Barone;;;;;;;;;x
imperial_city_baron_female_tuscan;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_baron_tuscan;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_barony_of_tuscan;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
imperial_city_barony_tuscan;Comune;Comune;Comune;;Comune;;;;;;;;;x
imperial_count_female_tuscan;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
imperial_count_tuscan;Conte;Conte;Conte;;Conte;;;;;;;;;x
imperial_county_of_tuscan;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
imperial_county_tuscan;Contea;Contea;Contea;;Contea;;;;;;;;;x
imperial_duchy_of_tuscan;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_duchy_tuscan;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_duke_female_tuscan;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_duke_tuscan;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_emperor_female_tuscan;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
imperial_emperor_tuscan;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
imperial_empire_of_tuscan;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
imperial_empire_tuscan;Impero;Impero;Impero;;Impero;;;;;;;;;x
imperial_job_chancellor_tuscan;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
imperial_job_marshal_tuscan;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
imperial_job_spiritual_christian_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_spiritual_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_treasurer_tuscan;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
imperial_king_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_tuscan;Re;Re;Re;;Re;;;;;;;;;x
imperial_king_tuscan;Re;Re;Re;;Re;;;;;;;;;x
imperial_kingdom_of_tuscan;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_kingdom_tuscan;Regno;Regno;Regno;;Regno;;;;;;;;;x
imperial_title_prince_female_tuscan;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
imperial_title_prince_tuscan;Principe;Principe;Principe;;Principe;;;;;;;;;x
imperial_tribal_duchy_of_tuscan;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_tribal_duchy_tuscan;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_of_tuscan;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_tuscan;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_vice_royalty_duke_female_tuscan;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_vice_royalty_duke_tuscan;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_vice_royalty_king_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_vice_royalty_king_tuscan;Re;Re;Re;;Re;;;;;;;;;x
imperial_vice_royalty_kingdom_of_tuscan;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_vice_royalty_kingdom_tuscan;Regno;Regno;Regno;;Regno;;;;;;;;;x
job_chancellor_female_tuscan;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_chancellor_tuscan;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_marshal_tuscan;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
job_spiritual_christian_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_orthodox_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_treasurer_female_tuscan;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
job_treasurer_tuscan;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
king_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_title_ruler_consort_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_title_ruler_consort_tuscan;Re;Re;Re;;Re;;;;;;;;;x
king_tuscan;Re;Re;Re;;Re;;;;;;;;;x
kingdom_of_tuscan;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
kingdom_tuscan;Regno;Regno;Regno;;Regno;;;;;;;;;x
LANDGRAVE_OF_tuscan;Langraviato di;Langraviato di;Langraviato di;;Langraviato di;;;;;;;;;x
LANDGRAVE_tuscan;Langravio;Langravio;Langravio;;Langravio;;;;;;;;;x
LANDGRAVINE_tuscan;Langravia;Langravia;Langravia;;Langravia;;;;;;;;;x
MARCHESA_tuscan;Marchesa;Marchesa;Marchesa;;Marchesa;;;;;;;;;x
MARGRAVE_OF_tuscan;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
MARGRAVE_tuscan;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
MARGRAVINE_tuscan;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
MARQUISATE_OF_tuscan;Marchesato of;Marchesato of;Marchesato of;;Marchesato of;;;;;;;;;x
MARQUISATE_tuscan;Marchese;Marchese;Marchese;;Marchese;;;;;;;;;x
nomadic_emperor_female_tuscan;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_title_ruler_consort_female_tuscan;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_title_ruler_consort_tuscan;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_emperor_tuscan;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_empire_of_tuscan;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
nomadic_empire_tuscan;Impero;Impero;Impero;;Impero;;;;;;;;;x
nomadic_king_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_title_ruler_consort_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_title_ruler_consort_tuscan;Re;Re;Re;;Re;;;;;;;;;x
nomadic_king_tuscan;Re;Re;Re;;Re;;;;;;;;;x
PALATINE_OF_tuscan;Palatinato del Reno;Palatinato del Reno;Palatinato del Reno;;Palatinato del Reno;;;;;;;;;x
PALATINE_tuscan;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
PALATINEA_tuscan;Contessa Palatina;Contessa Palatina;Contessa Palatina;;Contessa Palatina;;;;;;;;;x
PATRIARCH_CAP_tuscan;Patriarca;Patriarca;Patriarca;;Patriarca;;;;;;;;;x
POPE_tuscan;Papa;Papa;Papa;;Papa;;;;;;;;;x
temple_baron_christian_female_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_christian_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_reformed_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_female_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_female_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_reformed_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_barony_christian_tuscan;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_of_christian_tuscan;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_pagan_group_tuscan;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_reformed_tuscan;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_tuscan;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_tuscan;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_pagan_group_tuscan;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_reformed_tuscan;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_tuscan;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_tuscan;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_count_christian_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_christian_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_pagan_group_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_reformed_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_pagan_group_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_reformed_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_county_of_tuscan;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_county_tuscan;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_king_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
temple_king_tuscan;Re;Re;Re;;Re;;;;;;;;;x
title_prince_baron_female_tuscan;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_baron_tuscan;Principe;Principe;Principe;;Principe;;;;;;;;;x
title_prince_female_tuscan;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_tuscan;Principe;Principe;Principe;;Principe;;;;;;;;;x
tribal_baron_female_tuscan;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
tribal_baron_tuscan;Barone;Barone;Barone;;Barone;;;;;;;;;x
tribal_city_barony_of_tuscan;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_barony_tuscan;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_city_county_of_tuscan;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_county_tuscan;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_count_female_tuscan;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_count_tuscan;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_duchy_of_tuscan;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
tribal_duchy_tuscan;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
tribal_duke_title_ruler_consort_female_tuscan;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
tribal_duke_title_ruler_consort_tuscan;Duca;Duca;Duca;;Duca;;;;;;;;;x
tribal_emperor_female_tuscan;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_tuscan;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_title_ruler_consort_tuscan;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_emperor_tuscan;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_empire_of_tuscan;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
tribal_empire_tuscan;Impero;Impero;Impero;;Impero;;;;;;;;;x
tribal_job_chancellor_tuscan;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
tribal_job_marshal_tuscan;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
tribal_job_spiritual_christian_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_orthodox_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_treasurer_tuscan;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
tribal_king_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_title_ruler_consort_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_title_ruler_consort_tuscan;Re;Re;Re;;Re;;;;;;;;;x
tribal_king_tuscan;Re;Re;Re;;Re;;;;;;;;;x
tribal_kingdom_of_tuscan;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
tribal_kingdom_tuscan;Regno;Regno;Regno;;Regno;;;;;;;;;x
tribal_temple_baron_female_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_temple_baron_tuscan;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
vice_royalty_baron_female_tuscan;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
vice_royalty_baron_tuscan;Barone;Barone;Barone;;Barone;;;;;;;;;x
vice_royalty_count_female_tuscan;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
vice_royalty_count_tuscan;Conte;Conte;Conte;;Conte;;;;;;;;;x
vice_royalty_county_tuscan;Contea;Contea;Contea;;Contea;;;;;;;;;x
vice_royalty_duchy_of_tuscan;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
vice_royalty_duchy_tuscan;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
vice_royalty_duke_female_tuscan;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
vice_royalty_duke_tuscan;Duca;Duca;Duca;;Duca;;;;;;;;;x
vice_royalty_emperor_female_tuscan;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
vice_royalty_emperor_tuscan;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
vice_royalty_empire_of_tuscan;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
vice_royalty_empire_tuscan;Impero;Impero;Impero;;Impero;;;;;;;;;x
vice_royalty_king_female_tuscan;Regina;Regina;Regina;;Regina;;;;;;;;;x
vice_royalty_king_tuscan;Re;Re;Re;;Re;;;;;;;;;x
vice_royalty_kingdom_of_tuscan;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
vice_royalty_kingdom_tuscan;Regno;Regno;Regno;;Regno;;;;;;;;;x
