ADA_female_langobardisch;Arciduchessa;Arciduchessa;Arciduchessa;;Arciduchessa;;;;;;;;;x
DB_OF_langobardisch;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
DM_female_langobardisch;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
DM_langobardisch;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
DM_OF_langobardisch;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
duchy_langobardisch;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
duchy_of_langobardisch;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
duke_female_langobardisch;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_langobardisch;Duca;Duca;Duca;;Duca;;;;;;;;;x
duke_title_ruler_consort_female_langobardisch;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_title_ruler_consort_langobardisch;Duca;Duca;Duca;;Duca;;;;;;;;;x
ECUMENICAL_PATRIARCH_langobardisch;Patriarca Ecumenico;Patriarca Ecumenico;Patriarca Ecumenico;;Patriarca Ecumenico;;;;;;;;;x
emperor_female_langobardisch;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_langobardisch;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
emperor_title_ruler_consort_female_langobardisch;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_title_ruler_consort_langobardisch;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
empire_langobardisch;Impero;Impero;Impero;;Impero;;;;;;;;;x
empire_of_langobardisch;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
family_palace_baron_langobardisch;Patrizio;Patrizio;Patrizio;;Patrizio;;;;;;;;;x
imperial_baron_female_langobardisch;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
imperial_baron_langobardisch;Barone;Barone;Barone;;Barone;;;;;;;;;x
imperial_city_baron_female_langobardisch;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_baron_langobardisch;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_barony_langobardisch;Comune;Comune;Comune;;Comune;;;;;;;;;x
imperial_city_barony_of_langobardisch;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
imperial_count_female_langobardisch;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
imperial_count_langobardisch;Conte;Conte;Conte;;Conte;;;;;;;;;x
imperial_county_langobardisch;Contea;Contea;Contea;;Contea;;;;;;;;;x
imperial_county_of_langobardisch;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
imperial_duchy_langobardisch;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_duchy_of_langobardisch;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_duke_female_langobardisch;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_duke_langobardisch;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_emperor_female_langobardisch;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
imperial_emperor_langobardisch;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
imperial_empire_langobardisch;Impero;Impero;Impero;;Impero;;;;;;;;;x
imperial_empire_of_langobardisch;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
imperial_job_chancellor_langobardisch;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
imperial_job_marshal_langobardisch;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
imperial_job_spiritual_christian_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_spiritual_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_treasurer_langobardisch;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
imperial_king_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
imperial_king_title_ruler_consort_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
imperial_kingdom_langobardisch;Regno;Regno;Regno;;Regno;;;;;;;;;x
imperial_kingdom_of_langobardisch;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_title_prince_female_langobardisch;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
imperial_title_prince_langobardisch;Principe;Principe;Principe;;Principe;;;;;;;;;x
imperial_tribal_duchy_langobardisch;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_tribal_duchy_of_langobardisch;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_langobardisch;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_vice_royalty_duchy_of_langobardisch;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duke_female_langobardisch;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_vice_royalty_duke_langobardisch;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_vice_royalty_king_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_vice_royalty_king_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
imperial_vice_royalty_kingdom_langobardisch;Regno;Regno;Regno;;Regno;;;;;;;;;x
imperial_vice_royalty_kingdom_of_langobardisch;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
job_chancellor_female_langobardisch;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_chancellor_langobardisch;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_marshal_langobardisch;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
job_spiritual_christian_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_orthodox_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_treasurer_female_langobardisch;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
job_treasurer_langobardisch;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
king_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
king_title_ruler_consort_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_title_ruler_consort_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
kingdom_langobardisch;Regno;Regno;Regno;;Regno;;;;;;;;;x
kingdom_of_langobardisch;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
LANDGRAVE_langobardisch;Langravio;Langravio;Langravio;;Langravio;;;;;;;;;x
LANDGRAVE_OF_langobardisch;Langraviato di;Langraviato di;Langraviato di;;Langraviato di;;;;;;;;;x
LANDGRAVINE_langobardisch;Langravia;Langravia;Langravia;;Langravia;;;;;;;;;x
MARCHESA_langobardisch;Marchesa;Marchesa;Marchesa;;Marchesa;;;;;;;;;x
MARGRAVE_langobardisch;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
MARGRAVE_OF_langobardisch;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
MARGRAVINE_langobardisch;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
MARQUISATE_langobardisch;Marchese;Marchese;Marchese;;Marchese;;;;;;;;;x
MARQUISATE_OF_langobardisch;Marchesato of;Marchesato of;Marchesato of;;Marchesato of;;;;;;;;;x
nomadic_emperor_female_langobardisch;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_langobardisch;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_emperor_title_ruler_consort_female_langobardisch;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_title_ruler_consort_langobardisch;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_empire_langobardisch;Impero;Impero;Impero;;Impero;;;;;;;;;x
nomadic_empire_of_langobardisch;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
nomadic_king_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
nomadic_king_title_ruler_consort_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_title_ruler_consort_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
PALATINE_langobardisch;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
PALATINE_OF_langobardisch;Palatinato del Reno;Palatinato del Reno;Palatinato del Reno;;Palatinato del Reno;;;;;;;;;x
PALATINEA_langobardisch;Contessa Palatina;Contessa Palatina;Contessa Palatina;;Contessa Palatina;;;;;;;;;x
PATRIARCH_CAP_langobardisch;Patriarca;Patriarca;Patriarca;;Patriarca;;;;;;;;;x
POPE_langobardisch;Papa;Papa;Papa;;Papa;;;;;;;;;x
temple_baron_christian_female_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_christian_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_reformed_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_female_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_female_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_reformed_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_barony_christian_langobardisch;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_langobardisch;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_of_christian_langobardisch;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_langobardisch;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_pagan_group_langobardisch;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_langobardisch;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_reformed_langobardisch;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_pagan_group_langobardisch;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_langobardisch;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_reformed_langobardisch;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_count_christian_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_christian_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_pagan_group_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_reformed_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_pagan_group_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_reformed_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_county_langobardisch;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_county_of_langobardisch;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_king_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
temple_king_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
title_prince_baron_female_langobardisch;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_baron_langobardisch;Principe;Principe;Principe;;Principe;;;;;;;;;x
title_prince_female_langobardisch;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_langobardisch;Principe;Principe;Principe;;Principe;;;;;;;;;x
tribal_baron_female_langobardisch;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
tribal_baron_langobardisch;Barone;Barone;Barone;;Barone;;;;;;;;;x
tribal_city_barony_langobardisch;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_city_barony_of_langobardisch;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_county_langobardisch;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_city_county_of_langobardisch;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_count_female_langobardisch;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_count_langobardisch;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_duchy_langobardisch;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
tribal_duchy_of_langobardisch;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
tribal_duke_title_ruler_consort_female_langobardisch;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
tribal_duke_title_ruler_consort_langobardisch;Duca;Duca;Duca;;Duca;;;;;;;;;x
tribal_emperor_female_langobardisch;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_langobardisch;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_langobardisch;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_title_ruler_consort_langobardisch;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_empire_langobardisch;Impero;Impero;Impero;;Impero;;;;;;;;;x
tribal_empire_of_langobardisch;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
tribal_job_chancellor_langobardisch;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
tribal_job_marshal_langobardisch;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
tribal_job_spiritual_christian_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_orthodox_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_treasurer_langobardisch;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
tribal_king_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
tribal_king_title_ruler_consort_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_title_ruler_consort_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
tribal_kingdom_langobardisch;Regno;Regno;Regno;;Regno;;;;;;;;;x
tribal_kingdom_of_langobardisch;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
tribal_temple_baron_female_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_temple_baron_langobardisch;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
vice_royalty_baron_female_langobardisch;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
vice_royalty_baron_langobardisch;Barone;Barone;Barone;;Barone;;;;;;;;;x
vice_royalty_count_female_langobardisch;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
vice_royalty_count_langobardisch;Conte;Conte;Conte;;Conte;;;;;;;;;x
vice_royalty_county_langobardisch;Contea;Contea;Contea;;Contea;;;;;;;;;x
vice_royalty_duchy_langobardisch;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
vice_royalty_duchy_of_langobardisch;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
vice_royalty_duke_female_langobardisch;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
vice_royalty_duke_langobardisch;Duca;Duca;Duca;;Duca;;;;;;;;;x
vice_royalty_emperor_female_langobardisch;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
vice_royalty_emperor_langobardisch;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
vice_royalty_empire_langobardisch;Impero;Impero;Impero;;Impero;;;;;;;;;x
vice_royalty_empire_of_langobardisch;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
vice_royalty_king_female_langobardisch;Regina;Regina;Regina;;Regina;;;;;;;;;x
vice_royalty_king_langobardisch;Re;Re;Re;;Re;;;;;;;;;x
vice_royalty_kingdom_langobardisch;Regno;Regno;Regno;;Regno;;;;;;;;;x
vice_royalty_kingdom_of_langobardisch;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
