ADA_female_sicilian;Arciduchessa;Arciduchessa;Arciduchessa;;Arciduchessa;;;;;;;;;x
city_kingdom_of_sicilian;Serenissima Repubblica di;Serenissima Repubblica di;Serenissima Repubblica di;;Serenissima Repubblica di;;;;;;;;;x
city_kingdom_sicilian;Serenissima Repubblica;Serenissima Repubblica;Serenissima Repubblica;;Serenissima Repubblica;;;;;;;;;x
COPTIC_POPE_sicilian;Papa Copta;Papa Copta;Papa Copta;;Papa Copta;;;;;;;;;x
count_female_sicilian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
count_sicilian;Conte;Conte;Conte;;Conte;;;;;;;;;x
count_title_ruler_consort_female_sicilian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
count_title_ruler_consort_sicilian;Conte;Conte;Conte;;Conte;;;;;;;;;x
county_of_sicilian;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
county_sicilian;Contea;Contea;Contea;;Contea;;;;;;;;;x
CPALATIN_OF_sicilian;Contea Palatina di;Contea Palatina di;Contea Palatina di;;Contea Palatina di;;;;;;;;;x
CPALATIN_sicilian;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
DB_female_sicilian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
DB_OF_sicilian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
DB_sicilian;Duca;Duca;Duca;;Duca;;;;;;;;;x
DM_female_sicilian;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
DM_OF_sicilian;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
DM_sicilian;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
duchy_of_sicilian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
duchy_sicilian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
duke_female_sicilian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_sicilian;Duca;Duca;Duca;;Duca;;;;;;;;;x
duke_title_ruler_consort_female_sicilian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
duke_title_ruler_consort_sicilian;Duca;Duca;Duca;;Duca;;;;;;;;;x
ECUMENICAL_PATRIARCH_sicilian;Patriarca Ecumenico;Patriarca Ecumenico;Patriarca Ecumenico;;Patriarca Ecumenico;;;;;;;;;x
emperor_female_sicilian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_sicilian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
emperor_title_ruler_consort_female_sicilian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
emperor_title_ruler_consort_sicilian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
empire_of_sicilian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
empire_sicilian;Impero;Impero;Impero;;Impero;;;;;;;;;x
family_palace_baron_sicilian;Patrizio;Patrizio;Patrizio;;Patrizio;;;;;;;;;x
imperial_baron_female_sicilian;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
imperial_baron_sicilian;Barone;Barone;Barone;;Barone;;;;;;;;;x
imperial_city_baron_female_sicilian;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_baron_sicilian;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_barony_of_sicilian;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
imperial_city_barony_sicilian;Comune;Comune;Comune;;Comune;;;;;;;;;x
imperial_count_female_sicilian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
imperial_count_sicilian;Conte;Conte;Conte;;Conte;;;;;;;;;x
imperial_county_of_sicilian;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
imperial_county_sicilian;Contea;Contea;Contea;;Contea;;;;;;;;;x
imperial_duchy_of_sicilian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_duchy_sicilian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_duke_female_sicilian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_duke_sicilian;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_emperor_female_sicilian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
imperial_emperor_sicilian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
imperial_empire_of_sicilian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
imperial_empire_sicilian;Impero;Impero;Impero;;Impero;;;;;;;;;x
imperial_job_chancellor_sicilian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
imperial_job_marshal_sicilian;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
imperial_job_spiritual_christian_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_spiritual_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_treasurer_sicilian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
imperial_king_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_sicilian;Re;Re;Re;;Re;;;;;;;;;x
imperial_king_title_ruler_consort_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_sicilian;Re;Re;Re;;Re;;;;;;;;;x
imperial_kingdom_of_sicilian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_kingdom_sicilian;Regno;Regno;Regno;;Regno;;;;;;;;;x
imperial_title_prince_female_sicilian;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
imperial_title_prince_sicilian;Principe;Principe;Principe;;Principe;;;;;;;;;x
imperial_tribal_duchy_of_sicilian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_tribal_duchy_sicilian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_of_sicilian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_sicilian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_vice_royalty_duke_female_sicilian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_vice_royalty_duke_sicilian;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_vice_royalty_king_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_vice_royalty_king_sicilian;Re;Re;Re;;Re;;;;;;;;;x
imperial_vice_royalty_kingdom_of_sicilian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_vice_royalty_kingdom_sicilian;Regno;Regno;Regno;;Regno;;;;;;;;;x
job_chancellor_female_sicilian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_chancellor_sicilian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_marshal_sicilian;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
job_spiritual_christian_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_orthodox_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_treasurer_female_sicilian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
job_treasurer_sicilian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
king_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_sicilian;Re;Re;Re;;Re;;;;;;;;;x
king_title_ruler_consort_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_title_ruler_consort_sicilian;Re;Re;Re;;Re;;;;;;;;;x
kingdom_of_sicilian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
kingdom_sicilian;Regno;Regno;Regno;;Regno;;;;;;;;;x
LANDGRAVE_OF_sicilian;Langraviato di;Langraviato di;Langraviato di;;Langraviato di;;;;;;;;;x
LANDGRAVE_sicilian;Langravio;Langravio;Langravio;;Langravio;;;;;;;;;x
LANDGRAVINE_sicilian;Langravia;Langravia;Langravia;;Langravia;;;;;;;;;x
MARCHESA_sicilian;Marchesa;Marchesa;Marchesa;;Marchesa;;;;;;;;;x
MARGRAVE_OF_sicilian;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
MARGRAVE_sicilian;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
MARGRAVINE_sicilian;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
MARQUISATE_OF_sicilian;Marchesato of;Marchesato of;Marchesato of;;Marchesato of;;;;;;;;;x
MARQUISATE_sicilian;Marchese;Marchese;Marchese;;Marchese;;;;;;;;;x
nomadic_emperor_female_sicilian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_sicilian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_emperor_title_ruler_consort_female_sicilian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_title_ruler_consort_sicilian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_empire_of_sicilian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
nomadic_empire_sicilian;Impero;Impero;Impero;;Impero;;;;;;;;;x
nomadic_king_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_sicilian;Re;Re;Re;;Re;;;;;;;;;x
nomadic_king_title_ruler_consort_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_title_ruler_consort_sicilian;Re;Re;Re;;Re;;;;;;;;;x
PALATINE_OF_sicilian;Palatinato del Reno;Palatinato del Reno;Palatinato del Reno;;Palatinato del Reno;;;;;;;;;x
PALATINE_sicilian;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
PALATINEA_sicilian;Contessa Palatina;Contessa Palatina;Contessa Palatina;;Contessa Palatina;;;;;;;;;x
PATRIARCH_CAP_sicilian;Patriarca;Patriarca;Patriarca;;Patriarca;;;;;;;;;x
POPE_sicilian;Papa;Papa;Papa;;Papa;;;;;;;;;x
temple_baron_christian_female_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_christian_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_reformed_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_female_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_female_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_reformed_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_barony_christian_sicilian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_of_christian_sicilian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_pagan_group_sicilian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_sicilian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_reformed_sicilian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_sicilian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_pagan_group_sicilian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_sicilian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_reformed_sicilian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_sicilian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_count_christian_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_christian_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_pagan_group_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_reformed_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_pagan_group_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_reformed_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_county_of_sicilian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_county_sicilian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_king_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
temple_king_sicilian;Re;Re;Re;;Re;;;;;;;;;x
title_prince_baron_female_sicilian;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_baron_sicilian;Principe;Principe;Principe;;Principe;;;;;;;;;x
title_prince_female_sicilian;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_sicilian;Principe;Principe;Principe;;Principe;;;;;;;;;x
tribal_baron_female_sicilian;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
tribal_baron_sicilian;Barone;Barone;Barone;;Barone;;;;;;;;;x
tribal_city_barony_of_sicilian;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_barony_sicilian;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_city_county_of_sicilian;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_county_sicilian;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_count_female_sicilian;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_count_sicilian;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_duchy_of_sicilian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
tribal_duchy_sicilian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
tribal_duke_title_ruler_consort_female_sicilian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
tribal_duke_title_ruler_consort_sicilian;Duca;Duca;Duca;;Duca;;;;;;;;;x
tribal_emperor_female_sicilian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_sicilian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_sicilian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_title_ruler_consort_sicilian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_empire_of_sicilian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
tribal_empire_sicilian;Impero;Impero;Impero;;Impero;;;;;;;;;x
tribal_job_chancellor_sicilian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
tribal_job_marshal_sicilian;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
tribal_job_spiritual_christian_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_orthodox_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_treasurer_sicilian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
tribal_king_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_sicilian;Re;Re;Re;;Re;;;;;;;;;x
tribal_king_title_ruler_consort_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_title_ruler_consort_sicilian;Re;Re;Re;;Re;;;;;;;;;x
tribal_kingdom_of_sicilian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
tribal_kingdom_sicilian;Regno;Regno;Regno;;Regno;;;;;;;;;x
tribal_temple_baron_female_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_temple_baron_sicilian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
vice_royalty_baron_female_sicilian;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
vice_royalty_baron_sicilian;Barone;Barone;Barone;;Barone;;;;;;;;;x
vice_royalty_count_female_sicilian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
vice_royalty_count_sicilian;Conte;Conte;Conte;;Conte;;;;;;;;;x
vice_royalty_county_sicilian;Contea;Contea;Contea;;Contea;;;;;;;;;x
vice_royalty_duchy_of_sicilian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
vice_royalty_duchy_sicilian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
vice_royalty_duke_female_sicilian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
vice_royalty_duke_sicilian;Duca;Duca;Duca;;Duca;;;;;;;;;x
vice_royalty_emperor_female_sicilian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
vice_royalty_emperor_sicilian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
vice_royalty_empire_of_sicilian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
vice_royalty_empire_sicilian;Impero;Impero;Impero;;Impero;;;;;;;;;x
vice_royalty_king_female_sicilian;Regina;Regina;Regina;;Regina;;;;;;;;;x
vice_royalty_king_sicilian;Re;Re;Re;;Re;;;;;;;;;x
vice_royalty_kingdom_of_sicilian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
vice_royalty_kingdom_sicilian;Regno;Regno;Regno;;Regno;;;;;;;;;x
