ADA_female_umbrian;Arciduchessa;Arciduchessa;Arciduchessa;;Arciduchessa;;;;;;;;;x
empire_umbrian;Impero;Impero;Impero;;Impero;;;;;;;;;x
family_palace_baron_umbrian;Patrizio;Patrizio;Patrizio;;Patrizio;;;;;;;;;x
imperial_baron_female_umbrian;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
imperial_baron_umbrian;Barone;Barone;Barone;;Barone;;;;;;;;;x
imperial_city_baron_female_umbrian;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_baron_umbrian;Sindaco;Sindaco;Sindaco;;Sindaco;;;;;;;;;x
imperial_city_barony_of_umbrian;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
imperial_city_barony_umbrian;Comune;Comune;Comune;;Comune;;;;;;;;;x
imperial_count_female_umbrian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
imperial_count_umbrian;Conte;Conte;Conte;;Conte;;;;;;;;;x
imperial_county_of_umbrian;Contea di;Contea di;Contea di;;Contea di;;;;;;;;;x
imperial_county_umbrian;Contea;Contea;Contea;;Contea;;;;;;;;;x
imperial_duchy_of_umbrian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_duchy_umbrian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_duke_female_umbrian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_duke_umbrian;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_emperor_female_umbrian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
imperial_emperor_umbrian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
imperial_empire_of_umbrian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
imperial_empire_umbrian;Impero;Impero;Impero;;Impero;;;;;;;;;x
imperial_job_chancellor_umbrian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
imperial_job_marshal_umbrian;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
imperial_job_spiritual_christian_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_spiritual_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
imperial_job_treasurer_umbrian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
imperial_king_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_umbrian;Re;Re;Re;;Re;;;;;;;;;x
imperial_king_umbrian;Re;Re;Re;;Re;;;;;;;;;x
imperial_kingdom_of_umbrian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_kingdom_umbrian;Regno;Regno;Regno;;Regno;;;;;;;;;x
imperial_title_prince_female_umbrian;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
imperial_title_prince_umbrian;Principe;Principe;Principe;;Principe;;;;;;;;;x
imperial_tribal_duchy_of_umbrian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_tribal_duchy_umbrian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_of_umbrian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
imperial_vice_royalty_duchy_umbrian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
imperial_vice_royalty_duke_female_umbrian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
imperial_vice_royalty_duke_umbrian;Duca;Duca;Duca;;Duca;;;;;;;;;x
imperial_vice_royalty_king_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_vice_royalty_king_umbrian;Re;Re;Re;;Re;;;;;;;;;x
imperial_vice_royalty_kingdom_of_umbrian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
imperial_vice_royalty_kingdom_umbrian;Regno;Regno;Regno;;Regno;;;;;;;;;x
job_chancellor_female_umbrian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_chancellor_umbrian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
job_marshal_umbrian;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
job_spiritual_christian_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_orthodox_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_spiritual_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
job_treasurer_female_umbrian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
job_treasurer_umbrian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
king_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_title_ruler_consort_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_title_ruler_consort_umbrian;Re;Re;Re;;Re;;;;;;;;;x
king_umbrian;Re;Re;Re;;Re;;;;;;;;;x
kingdom_of_umbrian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
kingdom_umbrian;Regno;Regno;Regno;;Regno;;;;;;;;;x
LANDGRAVE_OF_umbrian;Langraviato di;Langraviato di;Langraviato di;;Langraviato di;;;;;;;;;x
LANDGRAVE_umbrian;Langravio;Langravio;Langravio;;Langravio;;;;;;;;;x
LANDGRAVINE_umbrian;Langravia;Langravia;Langravia;;Langravia;;;;;;;;;x
MARCHESA_umbrian;Marchesa;Marchesa;Marchesa;;Marchesa;;;;;;;;;x
MARGRAVE_OF_umbrian;Margraviato di;Margraviato di;Margraviato di;;Margraviato di;;;;;;;;;x
MARGRAVE_umbrian;Margravio;Margravio;Margravio;;Margravio;;;;;;;;;x
MARGRAVINE_umbrian;Margravia;Margravia;Margravia;;Margravia;;;;;;;;;x
MARQUISATE_OF_umbrian;Marchesato of;Marchesato of;Marchesato of;;Marchesato of;;;;;;;;;x
MARQUISATE_umbrian;Marchese;Marchese;Marchese;;Marchese;;;;;;;;;x
nomadic_emperor_female_umbrian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_title_ruler_consort_female_umbrian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
nomadic_emperor_title_ruler_consort_umbrian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_emperor_umbrian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
nomadic_empire_of_umbrian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
nomadic_empire_umbrian;Impero;Impero;Impero;;Impero;;;;;;;;;x
nomadic_king_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_title_ruler_consort_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
nomadic_king_title_ruler_consort_umbrian;Re;Re;Re;;Re;;;;;;;;;x
nomadic_king_umbrian;Re;Re;Re;;Re;;;;;;;;;x
PALATINE_OF_umbrian;Palatinato del Reno;Palatinato del Reno;Palatinato del Reno;;Palatinato del Reno;;;;;;;;;x
PALATINE_umbrian;Conte Palatina;Conte Palatina;Conte Palatina;;Conte Palatina;;;;;;;;;x
PALATINEA_umbrian;Contessa Palatina;Contessa Palatina;Contessa Palatina;;Contessa Palatina;;;;;;;;;x
PATRIARCH_CAP_umbrian;Patriarca;Patriarca;Patriarca;;Patriarca;;;;;;;;;x
POPE_umbrian;Papa;Papa;Papa;;Papa;;;;;;;;;x
temple_baron_christian_female_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_christian_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_reformed_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_slavic_pagan_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_female_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_female_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_orthodox_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_female_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_pagan_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_reformed_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_slavic_pagan_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_baron_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_barony_christian_umbrian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_of_christian_umbrian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_pagan_group_umbrian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_reformed_umbrian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_slavic_pagan_umbrian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_of_umbrian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_barony_pagan_group_umbrian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_reformed_umbrian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_slavic_pagan_umbrian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_barony_umbrian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_count_christian_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_christian_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_pagan_group_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_reformed_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_slavic_pagan_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_female_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_pagan_group_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_reformed_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_slavic_pagan_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_count_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
temple_county_of_umbrian;Diocesi di;Diocesi di;Diocesi di;;Diocesi di;;;;;;;;;x
temple_county_umbrian;Diocesi;Diocesi;Diocesi;;Diocesi;;;;;;;;;x
temple_king_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
temple_king_umbrian;Re;Re;Re;;Re;;;;;;;;;x
title_prince_baron_female_umbrian;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_baron_umbrian;Principe;Principe;Principe;;Principe;;;;;;;;;x
title_prince_female_umbrian;Principessa;Principessa;Principessa;;Principessa;;;;;;;;;x
title_prince_umbrian;Principe;Principe;Principe;;Principe;;;;;;;;;x
tribal_baron_female_umbrian;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
tribal_baron_umbrian;Barone;Barone;Barone;;Barone;;;;;;;;;x
tribal_city_barony_of_umbrian;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_barony_umbrian;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_city_county_of_umbrian;Comune di;Comune di;Comune di;;Comune di;;;;;;;;;x
tribal_city_county_umbrian;Comune;Comune;Comune;;Comune;;;;;;;;;x
tribal_count_female_umbrian;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_count_umbrian;Capo;Capo;Capo;;Capo;;;;;;;;;x
tribal_duchy_of_umbrian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
tribal_duchy_umbrian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
tribal_duke_title_ruler_consort_female_umbrian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
tribal_duke_title_ruler_consort_umbrian;Duca;Duca;Duca;;Duca;;;;;;;;;x
tribal_emperor_female_umbrian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_umbrian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
tribal_emperor_title_ruler_consort_umbrian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_emperor_umbrian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
tribal_empire_of_umbrian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
tribal_empire_umbrian;Impero;Impero;Impero;;Impero;;;;;;;;;x
tribal_job_chancellor_umbrian;Cancelliere;Cancelliere;Cancelliere;;Cancelliere;;;;;;;;;x
tribal_job_marshal_umbrian;Maresciallo;Maresciallo;Maresciallo;;Maresciallo;;;;;;;;;x
tribal_job_spiritual_christian_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_orthodox_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_spiritual_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_job_treasurer_umbrian;Tesoriere;Tesoriere;Tesoriere;;Tesoriere;;;;;;;;;x
tribal_king_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_title_ruler_consort_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
tribal_king_title_ruler_consort_umbrian;Re;Re;Re;;Re;;;;;;;;;x
tribal_king_umbrian;Re;Re;Re;;Re;;;;;;;;;x
tribal_kingdom_of_umbrian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
tribal_kingdom_umbrian;Regno;Regno;Regno;;Regno;;;;;;;;;x
tribal_temple_baron_female_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
tribal_temple_baron_umbrian;Vescovo;Vescovo;Vescovo;;Vescovo;;;;;;;;;x
vice_royalty_baron_female_umbrian;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
vice_royalty_baron_umbrian;Barone;Barone;Barone;;Barone;;;;;;;;;x
vice_royalty_count_female_umbrian;Contessa;Contessa;Contessa;;Contessa;;;;;;;;;x
vice_royalty_count_umbrian;Conte;Conte;Conte;;Conte;;;;;;;;;x
vice_royalty_county_umbrian;Contea;Contea;Contea;;Contea;;;;;;;;;x
vice_royalty_duchy_of_umbrian;Ducato di;Ducato di;Ducato di;;Ducato di;;;;;;;;;x
vice_royalty_duchy_umbrian;Ducato;Ducato;Ducato;;Ducato;;;;;;;;;x
vice_royalty_duke_female_umbrian;Duchessa;Duchessa;Duchessa;;Duchessa;;;;;;;;;x
vice_royalty_duke_umbrian;Duca;Duca;Duca;;Duca;;;;;;;;;x
vice_royalty_emperor_female_umbrian;Imperatrice;Imperatrice;Imperatrice;;Imperatrice;;;;;;;;;x
vice_royalty_emperor_umbrian;Imperatore;Imperatore;Imperatore;;Imperatore;;;;;;;;;x
vice_royalty_empire_of_umbrian;Impero di;Impero di;Impero di;;Impero di;;;;;;;;;x
vice_royalty_empire_umbrian;Impero;Impero;Impero;;Impero;;;;;;;;;x
vice_royalty_king_female_umbrian;Regina;Regina;Regina;;Regina;;;;;;;;;x
vice_royalty_king_umbrian;Re;Re;Re;;Re;;;;;;;;;x
vice_royalty_kingdom_of_umbrian;Regno di;Regno di;Regno di;;Regno di;;;;;;;;;x
vice_royalty_kingdom_umbrian;Regno;Regno;Regno;;Regno;;;;;;;;;x
